"AgeGroup","ToD_Condition","Date","sub_id","absavg_recall_blockOverall","absavg_recall_block1","absavg_recall_block2","absavg_recall_block3","minavg_recall_blockOverall","minavg_recall_block1","minavg_recall_block2","minavg_recall_block3","absavg_learning_blockOverall","absavg_learning_block1","absavg_learning_block2","absavg_learning_block3","minavg_learning_blockOverall","minavg_learning_block1","minavg_learning_block2","minavg_learning_block3","SubID","CorrectRecallOld_block1","CorrectRecallOld_block2","CorrectRecallOld_block3","CorrectRecallOld_blockOverall","ForgetRecallOld_block1","ForgetRecallOld_block2","ForgetRecallOld_block3","ForgetRecallOld_blockOverall","CorrectRecallNew_block1","CorrectRecallNew_block2","CorrectRecallNew_block3","CorrectRecallNew_blockOverall","NewRecallOld_block1","NewRecallOld_block2","NewRecallOld_block3","NewRecallOld_blockOverall"
"OA","Morning","25/10/24","Sub041_ToD_Online",52.5,77.4545454545455,36.1875,51.2727272727273,-9.13157894736842,5.27272727272727,5.4375,-44.7272727272727,12,15.75,11.35,8.9,4.7,9.45,3.05,1.6,"Sub042_ToD_Online",15,19,18,52,5,1,2,8,8,8,8,24,0,0,0,0
"OA","Morning","25/10/24","Sub041_ToD_Online",52.5,77.4545454545455,36.1875,51.2727272727273,-9.13157894736842,5.27272727272727,5.4375,-44.7272727272727,12,15.75,11.35,8.9,4.7,9.45,3.05,1.6,"Sub043_ToD_Online",19,19,20,58,1,1,0,2,8,9,7,24,0,0,0,0
"OA","Morning","25/10/24","Sub041_ToD_Online",52.5,77.4545454545455,36.1875,51.2727272727273,-9.13157894736842,5.27272727272727,5.4375,-44.7272727272727,12,15.75,11.35,8.9,4.7,9.45,3.05,1.6,"Sub040_ToD_Online",16,9,12,37,4,11,8,23,8,7,5,20,0,1,3,4
"OA","Morning","25/10/24","Sub041_ToD_Online",52.5,77.4545454545455,36.1875,51.2727272727273,-9.13157894736842,5.27272727272727,5.4375,-44.7272727272727,12,15.75,11.35,8.9,4.7,9.45,3.05,1.6,"Sub045_ToD_Online",20,20,19,59,0,0,1,1,8,9,7,24,0,0,0,0
"OA","Morning","25/10/24","Sub041_ToD_Online",52.5,77.4545454545455,36.1875,51.2727272727273,-9.13157894736842,5.27272727272727,5.4375,-44.7272727272727,12,15.75,11.35,8.9,4.7,9.45,3.05,1.6,"Sub044_ToD_Online",14,18,20,52,6,2,0,8,7,8,7,22,0,0,1,1
"OA","Morning","25/10/24","Sub042_ToD_Online",20.4230769230769,24.4,12.5263157894737,25.4444444444444,-0.115384615384615,-3.2,2.73684210526316,-0.555555555555556,7.9,8.05,9.4,6.25,0.566666666666667,0.75,-1.6,2.55,"Sub041_ToD_Online",11,16,11,38,9,4,9,22,8,8,6,22,0,1,1,2
"OA","Morning","25/10/24","Sub042_ToD_Online",20.4230769230769,24.4,12.5263157894737,25.4444444444444,-0.115384615384615,-3.2,2.73684210526316,-0.555555555555556,7.9,8.05,9.4,6.25,0.566666666666667,0.75,-1.6,2.55,"Sub042_ToD_Online",15,19,18,52,5,1,2,8,8,8,8,24,0,0,0,0
"OA","Morning","25/10/24","Sub042_ToD_Online",20.4230769230769,24.4,12.5263157894737,25.4444444444444,-0.115384615384615,-3.2,2.73684210526316,-0.555555555555556,7.9,8.05,9.4,6.25,0.566666666666667,0.75,-1.6,2.55,"Sub043_ToD_Online",19,19,20,58,1,1,0,2,8,9,7,24,0,0,0,0
"OA","Morning","25/10/24","Sub042_ToD_Online",20.4230769230769,24.4,12.5263157894737,25.4444444444444,-0.115384615384615,-3.2,2.73684210526316,-0.555555555555556,7.9,8.05,9.4,6.25,0.566666666666667,0.75,-1.6,2.55,"Sub040_ToD_Online",16,9,12,37,4,11,8,23,8,7,5,20,0,1,3,4
"OA","Morning","25/10/24","Sub042_ToD_Online",20.4230769230769,24.4,12.5263157894737,25.4444444444444,-0.115384615384615,-3.2,2.73684210526316,-0.555555555555556,7.9,8.05,9.4,6.25,0.566666666666667,0.75,-1.6,2.55,"Sub045_ToD_Online",20,20,19,59,0,0,1,1,8,9,7,24,0,0,0,0
"OA","Morning","25/10/24","Sub042_ToD_Online",20.4230769230769,24.4,12.5263157894737,25.4444444444444,-0.115384615384615,-3.2,2.73684210526316,-0.555555555555556,7.9,8.05,9.4,6.25,0.566666666666667,0.75,-1.6,2.55,"Sub044_ToD_Online",14,18,20,52,6,2,0,8,7,8,7,22,0,0,1,1
"OA","Morning","25/10/24","Sub043_ToD_Online",20.2241379310345,16.6315789473684,17.9473684210526,25.8,-2.91379310344828,1.57894736842105,-1.31578947368421,-8.7,4.95,7.5,3.8,3.55,-0.0833333333333333,0.5,0.1,-0.85,"Sub041_ToD_Online",11,16,11,38,9,4,9,22,8,8,6,22,0,1,1,2
"OA","Morning","25/10/24","Sub043_ToD_Online",20.2241379310345,16.6315789473684,17.9473684210526,25.8,-2.91379310344828,1.57894736842105,-1.31578947368421,-8.7,4.95,7.5,3.8,3.55,-0.0833333333333333,0.5,0.1,-0.85,"Sub042_ToD_Online",15,19,18,52,5,1,2,8,8,8,8,24,0,0,0,0
"OA","Morning","25/10/24","Sub043_ToD_Online",20.2241379310345,16.6315789473684,17.9473684210526,25.8,-2.91379310344828,1.57894736842105,-1.31578947368421,-8.7,4.95,7.5,3.8,3.55,-0.0833333333333333,0.5,0.1,-0.85,"Sub043_ToD_Online",19,19,20,58,1,1,0,2,8,9,7,24,0,0,0,0
"OA","Morning","25/10/24","Sub043_ToD_Online",20.2241379310345,16.6315789473684,17.9473684210526,25.8,-2.91379310344828,1.57894736842105,-1.31578947368421,-8.7,4.95,7.5,3.8,3.55,-0.0833333333333333,0.5,0.1,-0.85,"Sub040_ToD_Online",16,9,12,37,4,11,8,23,8,7,5,20,0,1,3,4
"OA","Morning","25/10/24","Sub043_ToD_Online",20.2241379310345,16.6315789473684,17.9473684210526,25.8,-2.91379310344828,1.57894736842105,-1.31578947368421,-8.7,4.95,7.5,3.8,3.55,-0.0833333333333333,0.5,0.1,-0.85,"Sub045_ToD_Online",20,20,19,59,0,0,1,1,8,9,7,24,0,0,0,0
"OA","Morning","25/10/24","Sub043_ToD_Online",20.2241379310345,16.6315789473684,17.9473684210526,25.8,-2.91379310344828,1.57894736842105,-1.31578947368421,-8.7,4.95,7.5,3.8,3.55,-0.0833333333333333,0.5,0.1,-0.85,"Sub044_ToD_Online",14,18,20,52,6,2,0,8,7,8,7,22,0,0,1,1
"OA","Morning","25/10/24","Sub040_ToD_Online",87,77.625,114.777777777778,78.6666666666667,-6.51351351351351,-3.375,-29.4444444444444,6.5,30.9833333333333,29.65,30.25,33.05,-10.2833333333333,-2.05,-22.75,-6.05,"Sub041_ToD_Online",11,16,11,38,9,4,9,22,8,8,6,22,0,1,1,2
"OA","Morning","25/10/24","Sub040_ToD_Online",87,77.625,114.777777777778,78.6666666666667,-6.51351351351351,-3.375,-29.4444444444444,6.5,30.9833333333333,29.65,30.25,33.05,-10.2833333333333,-2.05,-22.75,-6.05,"Sub042_ToD_Online",15,19,18,52,5,1,2,8,8,8,8,24,0,0,0,0
"OA","Morning","25/10/24","Sub040_ToD_Online",87,77.625,114.777777777778,78.6666666666667,-6.51351351351351,-3.375,-29.4444444444444,6.5,30.9833333333333,29.65,30.25,33.05,-10.2833333333333,-2.05,-22.75,-6.05,"Sub043_ToD_Online",19,19,20,58,1,1,0,2,8,9,7,24,0,0,0,0
"OA","Morning","25/10/24","Sub040_ToD_Online",87,77.625,114.777777777778,78.6666666666667,-6.51351351351351,-3.375,-29.4444444444444,6.5,30.9833333333333,29.65,30.25,33.05,-10.2833333333333,-2.05,-22.75,-6.05,"Sub040_ToD_Online",16,9,12,37,4,11,8,23,8,7,5,20,0,1,3,4
"OA","Morning","25/10/24","Sub040_ToD_Online",87,77.625,114.777777777778,78.6666666666667,-6.51351351351351,-3.375,-29.4444444444444,6.5,30.9833333333333,29.65,30.25,33.05,-10.2833333333333,-2.05,-22.75,-6.05,"Sub045_ToD_Online",20,20,19,59,0,0,1,1,8,9,7,24,0,0,0,0
"OA","Morning","25/10/24","Sub040_ToD_Online",87,77.625,114.777777777778,78.6666666666667,-6.51351351351351,-3.375,-29.4444444444444,6.5,30.9833333333333,29.65,30.25,33.05,-10.2833333333333,-2.05,-22.75,-6.05,"Sub044_ToD_Online",14,18,20,52,6,2,0,8,7,8,7,22,0,0,1,1
"OA","Morning","25/10/24","Sub045_ToD_Online",12.8135593220339,13.6,7,18.1052631578947,2.40677966101695,-5.4,1.2,11.8947368421053,5.53333333333333,5.7,5.05,5.85,1.1,-1.3,3.75,0.85,"Sub041_ToD_Online",11,16,11,38,9,4,9,22,8,8,6,22,0,1,1,2
"OA","Morning","25/10/24","Sub045_ToD_Online",12.8135593220339,13.6,7,18.1052631578947,2.40677966101695,-5.4,1.2,11.8947368421053,5.53333333333333,5.7,5.05,5.85,1.1,-1.3,3.75,0.85,"Sub042_ToD_Online",15,19,18,52,5,1,2,8,8,8,8,24,0,0,0,0
"OA","Morning","25/10/24","Sub045_ToD_Online",12.8135593220339,13.6,7,18.1052631578947,2.40677966101695,-5.4,1.2,11.8947368421053,5.53333333333333,5.7,5.05,5.85,1.1,-1.3,3.75,0.85,"Sub043_ToD_Online",19,19,20,58,1,1,0,2,8,9,7,24,0,0,0,0
"OA","Morning","25/10/24","Sub045_ToD_Online",12.8135593220339,13.6,7,18.1052631578947,2.40677966101695,-5.4,1.2,11.8947368421053,5.53333333333333,5.7,5.05,5.85,1.1,-1.3,3.75,0.85,"Sub040_ToD_Online",16,9,12,37,4,11,8,23,8,7,5,20,0,1,3,4
"OA","Morning","25/10/24","Sub045_ToD_Online",12.8135593220339,13.6,7,18.1052631578947,2.40677966101695,-5.4,1.2,11.8947368421053,5.53333333333333,5.7,5.05,5.85,1.1,-1.3,3.75,0.85,"Sub045_ToD_Online",20,20,19,59,0,0,1,1,8,9,7,24,0,0,0,0
"OA","Morning","25/10/24","Sub045_ToD_Online",12.8135593220339,13.6,7,18.1052631578947,2.40677966101695,-5.4,1.2,11.8947368421053,5.53333333333333,5.7,5.05,5.85,1.1,-1.3,3.75,0.85,"Sub044_ToD_Online",14,18,20,52,6,2,0,8,7,8,7,22,0,0,1,1
"OA","Morning","25/10/24","Sub044_ToD_Online",86.7884615384615,100.5,67.5,94.55,-16.9807692307692,-53.2142857142857,-35.8333333333333,25.35,9.15,9.65,9.95,7.85,-0.25,0.95,1.05,-2.75,"Sub041_ToD_Online",11,16,11,38,9,4,9,22,8,8,6,22,0,1,1,2
"OA","Morning","25/10/24","Sub044_ToD_Online",86.7884615384615,100.5,67.5,94.55,-16.9807692307692,-53.2142857142857,-35.8333333333333,25.35,9.15,9.65,9.95,7.85,-0.25,0.95,1.05,-2.75,"Sub042_ToD_Online",15,19,18,52,5,1,2,8,8,8,8,24,0,0,0,0
"OA","Morning","25/10/24","Sub044_ToD_Online",86.7884615384615,100.5,67.5,94.55,-16.9807692307692,-53.2142857142857,-35.8333333333333,25.35,9.15,9.65,9.95,7.85,-0.25,0.95,1.05,-2.75,"Sub043_ToD_Online",19,19,20,58,1,1,0,2,8,9,7,24,0,0,0,0
"OA","Morning","25/10/24","Sub044_ToD_Online",86.7884615384615,100.5,67.5,94.55,-16.9807692307692,-53.2142857142857,-35.8333333333333,25.35,9.15,9.65,9.95,7.85,-0.25,0.95,1.05,-2.75,"Sub040_ToD_Online",16,9,12,37,4,11,8,23,8,7,5,20,0,1,3,4
"OA","Morning","25/10/24","Sub044_ToD_Online",86.7884615384615,100.5,67.5,94.55,-16.9807692307692,-53.2142857142857,-35.8333333333333,25.35,9.15,9.65,9.95,7.85,-0.25,0.95,1.05,-2.75,"Sub045_ToD_Online",20,20,19,59,0,0,1,1,8,9,7,24,0,0,0,0
"OA","Morning","25/10/24","Sub044_ToD_Online",86.7884615384615,100.5,67.5,94.55,-16.9807692307692,-53.2142857142857,-35.8333333333333,25.35,9.15,9.65,9.95,7.85,-0.25,0.95,1.05,-2.75,"Sub044_ToD_Online",14,18,20,52,6,2,0,8,7,8,7,22,0,0,1,1
"OA","Morning","26/10/24","Sub050_ToD_Online",30.5,24.6315789473684,56.4375,14.5263157894737,-3.98148148148148,-3.78947368421053,-9.4375,0.421052631578947,9.1,7.6,9.85,9.85,-1.76666666666667,-1.1,-1.75,-2.45,"Sub050_ToD_Online",19,16,19,54,1,4,1,6,8,9,7,24,0,0,0,0
"OA","Morning","26/10/24","Sub050_ToD_Online",30.5,24.6315789473684,56.4375,14.5263157894737,-3.98148148148148,-3.78947368421053,-9.4375,0.421052631578947,9.1,7.6,9.85,9.85,-1.76666666666667,-1.1,-1.75,-2.45,"Sub051_ToD_Online",19,17,17,53,1,3,3,7,8,8,8,24,0,0,0,0
"OA","Morning","26/10/24","Sub050_ToD_Online",30.5,24.6315789473684,56.4375,14.5263157894737,-3.98148148148148,-3.78947368421053,-9.4375,0.421052631578947,9.1,7.6,9.85,9.85,-1.76666666666667,-1.1,-1.75,-2.45,"Sub052_ToD_Online",16,11,13,40,4,9,7,20,7,8,7,22,1,0,1,2
"OA","Morning","26/10/24","Sub050_ToD_Online",30.5,24.6315789473684,56.4375,14.5263157894737,-3.98148148148148,-3.78947368421053,-9.4375,0.421052631578947,9.1,7.6,9.85,9.85,-1.76666666666667,-1.1,-1.75,-2.45,"Sub049_ToD_Online",14,13,16,43,6,7,4,17,8,8,8,24,0,0,0,0
"OA","Morning","26/10/24","Sub050_ToD_Online",30.5,24.6315789473684,56.4375,14.5263157894737,-3.98148148148148,-3.78947368421053,-9.4375,0.421052631578947,9.1,7.6,9.85,9.85,-1.76666666666667,-1.1,-1.75,-2.45,"Sub054_ToD_Online",20,20,20,60,0,0,0,0,8,8,7,23,0,1,0,1
"OA","Morning","26/10/24","Sub050_ToD_Online",30.5,24.6315789473684,56.4375,14.5263157894737,-3.98148148148148,-3.78947368421053,-9.4375,0.421052631578947,9.1,7.6,9.85,9.85,-1.76666666666667,-1.1,-1.75,-2.45,"Sub053_ToD_Online",13,13,18,44,7,7,2,16,8,8,8,24,0,0,0,0
"OA","Morning","26/10/24","Sub051_ToD_Online",29.6792452830189,18.5789473684211,49.5294117647059,22.2352941176471,-8.32075471698113,-4.47368421052632,-22.3529411764706,1.41176470588235,6.15,6.4,4.75,7.3,0.0833333333333333,-2.8,-0.45,3.5,"Sub050_ToD_Online",19,16,19,54,1,4,1,6,8,9,7,24,0,0,0,0
"OA","Morning","26/10/24","Sub051_ToD_Online",29.6792452830189,18.5789473684211,49.5294117647059,22.2352941176471,-8.32075471698113,-4.47368421052632,-22.3529411764706,1.41176470588235,6.15,6.4,4.75,7.3,0.0833333333333333,-2.8,-0.45,3.5,"Sub051_ToD_Online",19,17,17,53,1,3,3,7,8,8,8,24,0,0,0,0
"OA","Morning","26/10/24","Sub051_ToD_Online",29.6792452830189,18.5789473684211,49.5294117647059,22.2352941176471,-8.32075471698113,-4.47368421052632,-22.3529411764706,1.41176470588235,6.15,6.4,4.75,7.3,0.0833333333333333,-2.8,-0.45,3.5,"Sub052_ToD_Online",16,11,13,40,4,9,7,20,7,8,7,22,1,0,1,2
"OA","Morning","26/10/24","Sub051_ToD_Online",29.6792452830189,18.5789473684211,49.5294117647059,22.2352941176471,-8.32075471698113,-4.47368421052632,-22.3529411764706,1.41176470588235,6.15,6.4,4.75,7.3,0.0833333333333333,-2.8,-0.45,3.5,"Sub049_ToD_Online",14,13,16,43,6,7,4,17,8,8,8,24,0,0,0,0
"OA","Morning","26/10/24","Sub051_ToD_Online",29.6792452830189,18.5789473684211,49.5294117647059,22.2352941176471,-8.32075471698113,-4.47368421052632,-22.3529411764706,1.41176470588235,6.15,6.4,4.75,7.3,0.0833333333333333,-2.8,-0.45,3.5,"Sub054_ToD_Online",20,20,20,60,0,0,0,0,8,8,7,23,0,1,0,1
"OA","Morning","26/10/24","Sub051_ToD_Online",29.6792452830189,18.5789473684211,49.5294117647059,22.2352941176471,-8.32075471698113,-4.47368421052632,-22.3529411764706,1.41176470588235,6.15,6.4,4.75,7.3,0.0833333333333333,-2.8,-0.45,3.5,"Sub053_ToD_Online",13,13,18,44,7,7,2,16,8,8,8,24,0,0,0,0
"OA","Morning","26/10/24","Sub052_ToD_Online",41.825,49.875,43.1818181818182,30.7692307692308,0.275,-9.375,25.1818181818182,-8.92307692307692,4.81666666666667,4.2,4.2,6.05,0.483333333333333,1.4,0,0.05,"Sub050_ToD_Online",19,16,19,54,1,4,1,6,8,9,7,24,0,0,0,0
"OA","Morning","26/10/24","Sub052_ToD_Online",41.825,49.875,43.1818181818182,30.7692307692308,0.275,-9.375,25.1818181818182,-8.92307692307692,4.81666666666667,4.2,4.2,6.05,0.483333333333333,1.4,0,0.05,"Sub051_ToD_Online",19,17,17,53,1,3,3,7,8,8,8,24,0,0,0,0
"OA","Morning","26/10/24","Sub052_ToD_Online",41.825,49.875,43.1818181818182,30.7692307692308,0.275,-9.375,25.1818181818182,-8.92307692307692,4.81666666666667,4.2,4.2,6.05,0.483333333333333,1.4,0,0.05,"Sub052_ToD_Online",16,11,13,40,4,9,7,20,7,8,7,22,1,0,1,2
"OA","Morning","26/10/24","Sub052_ToD_Online",41.825,49.875,43.1818181818182,30.7692307692308,0.275,-9.375,25.1818181818182,-8.92307692307692,4.81666666666667,4.2,4.2,6.05,0.483333333333333,1.4,0,0.05,"Sub049_ToD_Online",14,13,16,43,6,7,4,17,8,8,8,24,0,0,0,0
"OA","Morning","26/10/24","Sub052_ToD_Online",41.825,49.875,43.1818181818182,30.7692307692308,0.275,-9.375,25.1818181818182,-8.92307692307692,4.81666666666667,4.2,4.2,6.05,0.483333333333333,1.4,0,0.05,"Sub054_ToD_Online",20,20,20,60,0,0,0,0,8,8,7,23,0,1,0,1
"OA","Morning","26/10/24","Sub052_ToD_Online",41.825,49.875,43.1818181818182,30.7692307692308,0.275,-9.375,25.1818181818182,-8.92307692307692,4.81666666666667,4.2,4.2,6.05,0.483333333333333,1.4,0,0.05,"Sub053_ToD_Online",13,13,18,44,7,7,2,16,8,8,8,24,0,0,0,0
"OA","Morning","26/10/24","Sub049_ToD_Online",60.5348837209302,64.5714285714286,51.9230769230769,64,-5.69767441860465,-5.71428571428571,-6.69230769230769,-4.875,10.6666666666667,14.75,6.9,10.35,-1.66666666666667,-6.15,1.1,0.05,"Sub050_ToD_Online",19,16,19,54,1,4,1,6,8,9,7,24,0,0,0,0
"OA","Morning","26/10/24","Sub049_ToD_Online",60.5348837209302,64.5714285714286,51.9230769230769,64,-5.69767441860465,-5.71428571428571,-6.69230769230769,-4.875,10.6666666666667,14.75,6.9,10.35,-1.66666666666667,-6.15,1.1,0.05,"Sub051_ToD_Online",19,17,17,53,1,3,3,7,8,8,8,24,0,0,0,0
"OA","Morning","26/10/24","Sub049_ToD_Online",60.5348837209302,64.5714285714286,51.9230769230769,64,-5.69767441860465,-5.71428571428571,-6.69230769230769,-4.875,10.6666666666667,14.75,6.9,10.35,-1.66666666666667,-6.15,1.1,0.05,"Sub052_ToD_Online",16,11,13,40,4,9,7,20,7,8,7,22,1,0,1,2
"OA","Morning","26/10/24","Sub049_ToD_Online",60.5348837209302,64.5714285714286,51.9230769230769,64,-5.69767441860465,-5.71428571428571,-6.69230769230769,-4.875,10.6666666666667,14.75,6.9,10.35,-1.66666666666667,-6.15,1.1,0.05,"Sub049_ToD_Online",14,13,16,43,6,7,4,17,8,8,8,24,0,0,0,0
"OA","Morning","26/10/24","Sub049_ToD_Online",60.5348837209302,64.5714285714286,51.9230769230769,64,-5.69767441860465,-5.71428571428571,-6.69230769230769,-4.875,10.6666666666667,14.75,6.9,10.35,-1.66666666666667,-6.15,1.1,0.05,"Sub054_ToD_Online",20,20,20,60,0,0,0,0,8,8,7,23,0,1,0,1
"OA","Morning","26/10/24","Sub049_ToD_Online",60.5348837209302,64.5714285714286,51.9230769230769,64,-5.69767441860465,-5.71428571428571,-6.69230769230769,-4.875,10.6666666666667,14.75,6.9,10.35,-1.66666666666667,-6.15,1.1,0.05,"Sub053_ToD_Online",13,13,18,44,7,7,2,16,8,8,8,24,0,0,0,0
"OA","Morning","26/10/24","Sub054_ToD_Online",63.2333333333333,60.2,69.9,59.6,-3.96666666666667,0.5,7.7,-20.1,88.75,104.05,81.1,81.1,4.25,39.55,3,-29.8,"Sub050_ToD_Online",19,16,19,54,1,4,1,6,8,9,7,24,0,0,0,0
"OA","Morning","26/10/24","Sub054_ToD_Online",63.2333333333333,60.2,69.9,59.6,-3.96666666666667,0.5,7.7,-20.1,88.75,104.05,81.1,81.1,4.25,39.55,3,-29.8,"Sub051_ToD_Online",19,17,17,53,1,3,3,7,8,8,8,24,0,0,0,0
"OA","Morning","26/10/24","Sub054_ToD_Online",63.2333333333333,60.2,69.9,59.6,-3.96666666666667,0.5,7.7,-20.1,88.75,104.05,81.1,81.1,4.25,39.55,3,-29.8,"Sub052_ToD_Online",16,11,13,40,4,9,7,20,7,8,7,22,1,0,1,2
"OA","Morning","26/10/24","Sub054_ToD_Online",63.2333333333333,60.2,69.9,59.6,-3.96666666666667,0.5,7.7,-20.1,88.75,104.05,81.1,81.1,4.25,39.55,3,-29.8,"Sub049_ToD_Online",14,13,16,43,6,7,4,17,8,8,8,24,0,0,0,0
"OA","Morning","26/10/24","Sub054_ToD_Online",63.2333333333333,60.2,69.9,59.6,-3.96666666666667,0.5,7.7,-20.1,88.75,104.05,81.1,81.1,4.25,39.55,3,-29.8,"Sub054_ToD_Online",20,20,20,60,0,0,0,0,8,8,7,23,0,1,0,1
"OA","Morning","26/10/24","Sub054_ToD_Online",63.2333333333333,60.2,69.9,59.6,-3.96666666666667,0.5,7.7,-20.1,88.75,104.05,81.1,81.1,4.25,39.55,3,-29.8,"Sub053_ToD_Online",13,13,18,44,7,7,2,16,8,8,8,24,0,0,0,0
"OA","Morning","26/10/24","Sub053_ToD_Online",56.8409090909091,31.6923076923077,73.2307692307692,63.1666666666667,-3.11363636363636,16.9230769230769,16.1538461538462,-31.5,5.91666666666667,4.55,5.85,7.35,-0.716666666666667,-1.55,0.55,-1.15,"Sub050_ToD_Online",19,16,19,54,1,4,1,6,8,9,7,24,0,0,0,0
"OA","Morning","26/10/24","Sub053_ToD_Online",56.8409090909091,31.6923076923077,73.2307692307692,63.1666666666667,-3.11363636363636,16.9230769230769,16.1538461538462,-31.5,5.91666666666667,4.55,5.85,7.35,-0.716666666666667,-1.55,0.55,-1.15,"Sub051_ToD_Online",19,17,17,53,1,3,3,7,8,8,8,24,0,0,0,0
"OA","Morning","26/10/24","Sub053_ToD_Online",56.8409090909091,31.6923076923077,73.2307692307692,63.1666666666667,-3.11363636363636,16.9230769230769,16.1538461538462,-31.5,5.91666666666667,4.55,5.85,7.35,-0.716666666666667,-1.55,0.55,-1.15,"Sub052_ToD_Online",16,11,13,40,4,9,7,20,7,8,7,22,1,0,1,2
"OA","Morning","26/10/24","Sub053_ToD_Online",56.8409090909091,31.6923076923077,73.2307692307692,63.1666666666667,-3.11363636363636,16.9230769230769,16.1538461538462,-31.5,5.91666666666667,4.55,5.85,7.35,-0.716666666666667,-1.55,0.55,-1.15,"Sub049_ToD_Online",14,13,16,43,6,7,4,17,8,8,8,24,0,0,0,0
"OA","Morning","26/10/24","Sub053_ToD_Online",56.8409090909091,31.6923076923077,73.2307692307692,63.1666666666667,-3.11363636363636,16.9230769230769,16.1538461538462,-31.5,5.91666666666667,4.55,5.85,7.35,-0.716666666666667,-1.55,0.55,-1.15,"Sub054_ToD_Online",20,20,20,60,0,0,0,0,8,8,7,23,0,1,0,1
